name,lift_med,lift_min_corr,lift_pooled,share_win_gt1,benefit_excess,benefit_excess_pooled,fpw,n_events,clump_share,empty_month_share,longest_gap_corr_max,share_weeks_any,share_2weeks_any,longest_gap_any_days,n_any,sec,per_corr_lift,spec
C_hgb_rankonly_gate0.3_fpw3,1.2124306453350568,1.1537393068171795,1.1942406519807611,0.7090909090909091,46.71292492874488,40.60793365562548,0.4975280484588675,712,0.6911997897711301,0.5515151515151515,485.0,0.4548611111111111,0.5208333333333334,411.0,299,197.6,"{""AMD"": 1.379, ""KGS"": 1.154, ""KZT"": 1.212, ""TJS"": 1.239, ""UZS"": 1.161}","{""bases"": [""hgb""], ""lr_inputs"": ""all"", ""extra"": [""vol"", ""tech"", ""usd"", ""basket"", ""cal""], ""name"": ""C_hgb_rankonly_gate0.3_fpw3"", ""thr"": [""fpw"", 3.0], ""rank_only"": true, ""gate_rank120"": 0.3}"
F_roll120_fpw2_fact0.3,1.191919191919192,1.1829573934837092,1.1645847702319605,0.6909090909090909,68.29656756899314,61.645218328939016,0.4383058630055987,628,0.6113911927901884,0.4969696969696969,276.0,0.5,0.5833333333333334,163.0,334,139.4,"{""AMD"": 1.192, ""KGS"": 1.192, ""KZT"": 1.223, ""TJS"": 1.183, ""UZS"": 1.3}","{""bases"": [""hgb""], ""lr_inputs"": ""all"", ""extra"": [""vol"", ""tech"", ""usd"", ""basket"", ""cal""], ""name"": ""F_roll120_fpw2_fact0.3"", ""thr"": [""rolling"", 2.0], ""gate_rank120"": 0.3, ""gate_col"": ""fact""}"
C_hgb_gate0.3_thrm24_fpw3,1.2,1.0524475524475525,1.1527784460276669,0.6181818181818182,83.61470192728387,60.90366939117095,0.3963709602912102,568,0.6750075158768194,0.5606060606060607,505.0,0.4409722222222222,0.5138888888888888,392.0,286,277.9,"{""AMD"": 1.506, ""KGS"": 1.273, ""KZT"": 1.111, ""TJS"": 1.2, ""UZS"": 1.052}","{""bases"": [""hgb""], ""lr_inputs"": ""all"", ""extra"": [""vol"", ""tech"", ""usd"", ""basket"", ""cal""], ""name"": ""C_hgb_gate0.3_thrm24_fpw3"", ""thr"": [""fpw"", 3.0], ""thr_months"": 24, ""gate_rank120"": 0.3}"
E_fact0.3_utility1,1.1684782608695654,1.0420454545454545,1.149019089029596,0.6909090909090909,52.94591775893194,46.39652680809547,0.6021961283971852,863,0.7189631426855979,0.4303030303030303,213.0,0.5277777777777778,0.625,138.0,391,254.3,"{""AMD"": 1.192, ""KGS"": 1.168, ""KZT"": 1.066, ""TJS"": 1.042, ""UZS"": 1.199}","{""bases"": [""hgb""], ""lr_inputs"": ""all"", ""extra"": [""vol"", ""tech"", ""usd"", ""basket"", ""cal""], ""name"": ""E_fact0.3_utility1"", ""gate_rank120"": 0.3, ""gate_col"": ""fact"", ""thr"": [""utility"", 1.0]}"
C_hgb_gate0.5_utility1.0,1.1421911421911424,1.0730158730158728,1.1147569345198547,0.6727272727272727,32.21916928780148,41.26785021233749,0.7479651323934297,1072,0.8041569013200147,0.4242424242424242,389.0,0.5763888888888888,0.6527777777777778,293.0,442,21.7,"{""AMD"": 1.207, ""KGS"": 1.142, ""KZT"": 1.073, ""TJS"": 1.074, ""UZS"": 1.147}","{""bases"": [""hgb""], ""lr_inputs"": ""all"", ""extra"": [""vol"", ""tech"", ""usd"", ""basket"", ""cal""], ""name"": ""C_hgb_gate0.5_utility1.0"", ""thr"": [""utility"", 1.0], ""gate_rank120"": 0.5}"
C_hgb_gate0.5_lift1.3,1.1698545556077318,0.9895256916996048,1.1038333338232855,0.3818181818181818,49.269601364150766,38.58682734951898,0.322111752048096,461,0.5897054478518504,0.6727272727272728,853.0,0.3055555555555556,0.3958333333333333,385.0,221,21.9,"{""AMD"": 1.17, ""KGS"": 1.271, ""KZT"": 0.99, ""TJS"": 1.116, ""UZS"": 1.281}","{""bases"": [""hgb""], ""lr_inputs"": ""all"", ""extra"": [""vol"", ""tech"", ""usd"", ""basket"", ""cal""], ""name"": ""C_hgb_gate0.5_lift1.3"", ""thr"": [""lift"", 1.3], ""gate_rank120"": 0.5}"
E_fact0.2_fpw3,1.191919191919192,1.1461543954866813,1.0938394338171495,0.6727272727272727,71.33965923710741,45.69373364925378,0.4956321003042116,710,0.5782347200978952,0.4575757575757576,316.0,0.5069444444444444,0.5902777777777778,138.0,315,197.4,"{""AMD"": 1.21, ""KGS"": 1.271, ""KZT"": 1.146, ""TJS"": 1.158, ""UZS"": 1.192}","{""bases"": [""hgb""], ""lr_inputs"": ""all"", ""extra"": [""vol"", ""tech"", ""usd"", ""basket"", ""cal""], ""name"": ""E_fact0.2_fpw3"", ""gate_rank120"": 0.2, ""gate_col"": ""fact"", ""thr"": [""fpw"", 3.0]}"
E_fact0.3_fpw3,1.191919191919192,1.1233238840124322,1.09103556537174,0.6727272727272727,68.2183468803797,37.695945621847834,0.5164898817252888,740,0.6110796900791596,0.4696969696969697,316.0,0.5138888888888888,0.5972222222222222,158.0,337,279.5,"{""AMD"": 1.21, ""KGS"": 1.271, ""KZT"": 1.123, ""TJS"": 1.145, ""UZS"": 1.192}","{""bases"": [""hgb""], ""lr_inputs"": ""all"", ""extra"": [""vol"", ""tech"", ""usd"", ""basket"", ""cal""], ""name"": ""E_fact0.3_fpw3"", ""gate_rank120"": 0.3, ""gate_col"": ""fact"", ""thr"": [""fpw"", 3.0], ""dump"": true}"
C_hgb_gate0.5_fpw3.0,1.2231142951251646,0.9688432835820896,1.0867279986048244,0.5636363636363636,49.57524774264287,27.775148397711067,0.5194936579154691,745,0.6930422259127754,0.4969696969696969,389.0,0.5138888888888888,0.5833333333333334,360.0,351,21.9,"{""AMD"": 1.313, ""KGS"": 1.262, ""KZT"": 0.969, ""TJS"": 1.063, ""UZS"": 1.223}","{""bases"": [""hgb""], ""lr_inputs"": ""all"", ""extra"": [""vol"", ""tech"", ""usd"", ""basket"", ""cal""], ""name"": ""C_hgb_gate0.5_fpw3.0"", ""thr"": [""fpw"", 3.0], ""gate_rank120"": 0.5}"
C_hgb_gate0.5_fpw4.0,1.2231142951251646,0.9688432835820896,1.0861911674985805,0.5636363636363636,51.08807159278468,27.74259450860801,0.5208999863936208,747,0.6922507634944748,0.4939393939393939,389.0,0.5138888888888888,0.5833333333333334,360.0,352,21.9,"{""AMD"": 1.326, ""KGS"": 1.281, ""KZT"": 0.969, ""TJS"": 1.063, ""UZS"": 1.223}","{""bases"": [""hgb""], ""lr_inputs"": ""all"", ""extra"": [""vol"", ""tech"", ""usd"", ""basket"", ""cal""], ""name"": ""C_hgb_gate0.5_fpw4.0"", ""thr"": [""fpw"", 4.0], ""gate_rank120"": 0.5}"
E_fact0.3_fpw2,1.1938775510204085,1.0045425048669694,1.0777010595452607,0.6545454545454545,76.69078548725724,35.20877820018952,0.4452946285038526,638,0.5691888097123166,0.5151515151515152,314.0,0.4826388888888889,0.5763888888888888,162.0,296,279.8,"{""AMD"": 1.297, ""KGS"": 1.194, ""KZT"": 1.005, ""TJS"": 1.19, ""UZS"": 1.429}","{""bases"": [""hgb""], ""lr_inputs"": ""all"", ""extra"": [""vol"", ""tech"", ""usd"", ""basket"", ""cal""], ""name"": ""E_fact0.3_fpw2"", ""gate_rank120"": 0.3, ""gate_col"": ""fact"", ""thr"": [""fpw"", 2.0]}"
C_hgb_gate0.5_fpw2.0,1.1492063492063491,0.9313432835820896,1.0673544738256708,0.4727272727272727,54.08647002704711,32.36174378653897,0.4266193271057551,612,0.615258723080898,0.5393939393939393,392.0,0.4513888888888889,0.5416666666666666,363.0,290,22.3,"{""AMD"": 1.279, ""KGS"": 1.149, ""KZT"": 0.931, ""TJS"": 0.962, ""UZS"": 1.37}","{""bases"": [""hgb""], ""lr_inputs"": ""all"", ""extra"": [""vol"", ""tech"", ""usd"", ""basket"", ""cal""], ""name"": ""C_hgb_gate0.5_fpw2.0"", ""thr"": [""fpw"", 2.0], ""gate_rank120"": 0.5}"
A_none_lrall,1.09310496267018,0.975,1.0639651530294527,0.5818181818181818,32.80925226664924,44.202889412538816,0.8453675318196097,1212,0.762213677206532,0.2909090909090909,198.0,0.7361111111111112,0.8263888888888888,123.0,509,1.2,"{""AMD"": 1.002, ""KGS"": 1.093, ""KZT"": 0.975, ""TJS"": 1.204, ""UZS"": 1.2}","{""name"": ""A_none_lrall"", ""bases"": [], ""lr_inputs"": ""all"", ""extra"": [""vol"", ""tech"", ""usd"", ""basket"", ""cal""], ""thr"": [""fpw"", 2.0]}"
F_roll120_fpw2,1.0256410256410255,0.9854945054945056,1.055536712785537,0.5818181818181818,24.183765250627147,40.58094748225057,0.8406228110107524,1206,0.6960671123367396,0.2696969696969696,193.0,0.7430555555555556,0.8263888888888888,88.0,520,197.5,"{""AMD"": 0.985, ""KGS"": 1.026, ""KZT"": 0.998, ""TJS"": 1.027, ""UZS"": 1.097}","{""bases"": [""hgb""], ""lr_inputs"": ""all"", ""extra"": [""vol"", ""tech"", ""usd"", ""basket"", ""cal""], ""name"": ""F_roll120_fpw2"", ""thr"": [""rolling"", 2.0]}"
D_gate0.5_rank60,1.1818181818181817,1.0301587301587305,1.0539838209332206,0.6545454545454545,63.01335285159698,23.803106281228143,0.527659879155195,756,0.6353303732334296,0.4696969696969697,326.0,0.5243055555555556,0.6041666666666666,182.0,324,280.0,"{""AMD"": 1.182, ""KGS"": 1.271, ""KZT"": 1.126, ""TJS"": 1.03, ""UZS"": 1.194}","{""bases"": [""hgb""], ""lr_inputs"": ""all"", ""extra"": [""vol"", ""tech"", ""usd"", ""basket"", ""cal""], ""thr"": [""fpw"", 3.0], ""name"": ""D_gate0.5_rank60"", ""gate_rank120"": 0.5, ""gate_col"": ""rank60""}"
C_hgb_gateNone_fpw3.0,1.0410410410410411,0.98015873015873,1.0471515710356014,0.6,18.06185302246214,24.858251771183227,1.027657779405317,1474,0.7203624430300437,0.209090909090909,189.0,0.8159722222222222,0.9166666666666666,127.0,587,121.9,"{""AMD"": 1.026, ""KGS"": 1.15, ""KZT"": 0.98, ""TJS"": 1.041, ""UZS"": 1.064}","{""bases"": [""hgb""], ""lr_inputs"": ""all"", ""extra"": [""vol"", ""tech"", ""usd"", ""basket"", ""cal""], ""name"": ""C_hgb_gateNone_fpw3.0"", ""thr"": [""fpw"", 3.0]}"
C_hgb_thrm6_fpw3,1.0405643738977073,1.0016218721038,1.0466523032347943,0.6363636363636364,18.76404775874957,32.20066768875258,1.1805121373941936,1693,0.7980788462691477,0.1878787878787879,176.0,0.8298611111111112,0.9027777777777778,122.0,645,110.7,"{""AMD"": 1.004, ""KGS"": 1.055, ""KZT"": 1.002, ""TJS"": 1.041, ""UZS"": 1.105}","{""bases"": [""hgb""], ""lr_inputs"": ""all"", ""extra"": [""vol"", ""tech"", ""usd"", ""basket"", ""cal""], ""name"": ""C_hgb_thrm6_fpw3"", ""thr"": [""fpw"", 3.0], ""thr_months"": 6}"
C_hgb_gateNone_fpw4.0,1.0410410410410411,0.98015873015873,1.04566728604555,0.6,18.06185302246214,24.469574673279855,1.0255712159567552,1471,0.720828432907588,0.206060606060606,189.0,0.8125,0.9166666666666666,127.0,583,118.1,"{""AMD"": 1.026, ""KGS"": 1.15, ""KZT"": 0.98, ""TJS"": 1.041, ""UZS"": 1.064}","{""bases"": [""hgb""], ""lr_inputs"": ""all"", ""extra"": [""vol"", ""tech"", ""usd"", ""basket"", ""cal""], ""name"": ""C_hgb_gateNone_fpw4.0"", ""thr"": [""fpw"", 4.0]}"
F_roll120_fpw1_dump,0.9915254237288136,0.9388888888888888,1.0435339619656565,0.4909090909090909,26.294953675383574,35.15583554291808,0.4837656158398412,694,0.6053558662387581,0.496969696969697,353.0,0.5451388888888888,0.6458333333333334,147.0,386,41.4,"{""AMD"": 0.96, ""KGS"": 1.029, ""KZT"": 0.939, ""TJS"": 0.992, ""UZS"": 1.302}","{""bases"": [""hgb""], ""lr_inputs"": ""all"", ""extra"": [""vol"", ""tech"", ""usd"", ""basket"", ""cal""], ""name"": ""F_roll120_fpw1_dump"", ""thr"": [""rolling"", 1.0], ""dump"": true}"
C_hgb_gateNone_fpw2.0,1.01431334622824,0.9485294117647058,1.04198429980176,0.5272727272727272,27.5963769915123,29.57167305615351,0.8646427737527905,1240,0.6854127156848198,0.2909090909090909,219.0,0.7222222222222222,0.8194444444444444,127.0,487,117.8,"{""AMD"": 1.014, ""KGS"": 1.091, ""KZT"": 0.949, ""TJS"": 0.978, ""UZS"": 1.057}","{""bases"": [""hgb""], ""lr_inputs"": ""all"", ""extra"": [""vol"", ""tech"", ""usd"", ""basket"", ""cal""], ""name"": ""C_hgb_gateNone_fpw2.0"", ""thr"": [""fpw"", 2.0]}"
A_hgb_lrall,1.01431334622824,0.9485294117647058,1.0397807245057136,0.5272727272727272,26.36603008676416,29.158281953829466,0.8653344733575336,1241,0.6839545796625892,0.2909090909090909,219.0,0.7256944444444444,0.8263888888888888,127.0,487,125.1,"{""AMD"": 1.014, ""KGS"": 1.091, ""KZT"": 0.949, ""TJS"": 0.978, ""UZS"": 1.057}","{""name"": ""A_hgb_lrall"", ""bases"": [""hgb""], ""lr_inputs"": ""all"", ""extra"": [""vol"", ""tech"", ""usd"", ""basket"", ""cal""], ""thr"": [""fpw"", 2.0]}"
C_hgb_gateNone_lift1.3,0.9872460218179218,0.9800224466891132,1.038903131663906,0.3454545454545454,53.502055068312465,27.913709292140712,0.535807076661028,766,0.6515225750887519,0.5484848484848486,457.0,0.4826388888888889,0.5625,300.0,318,117.6,"{""AMD"": 0.98, ""KGS"": 0.987, ""KZT"": 0.983, ""TJS"": 1.07, ""UZS"": 1.348}","{""bases"": [""hgb""], ""lr_inputs"": ""all"", ""extra"": [""vol"", ""tech"", ""usd"", ""basket"", ""cal""], ""name"": ""C_hgb_gateNone_lift1.3"", ""thr"": [""lift"", 1.3]}"
C_hgb_thrm24_fpw3,1.0291666666666668,0.9858442871587464,1.0312512850292403,0.5636363636363636,12.86250712793222,20.97790197174935,1.0151344931791726,1457,0.7111792637570955,0.1969696969696969,234.0,0.8125,0.8958333333333334,62.0,615,272.6,"{""AMD"": 1.032, ""KGS"": 1.025, ""KZT"": 0.986, ""TJS"": 1.056, ""UZS"": 1.029}","{""bases"": [""hgb""], ""lr_inputs"": ""all"", ""extra"": [""vol"", ""tech"", ""usd"", ""basket"", ""cal""], ""name"": ""C_hgb_thrm24_fpw3"", ""thr"": [""fpw"", 3.0], ""thr_months"": 24}"
D_gate0.3_rank60,1.238095238095238,1.0790513833992097,1.0310311295147456,0.6,85.22733731599664,25.75881201383063,0.4162626887885115,596,0.5868222957150293,0.5545454545454546,382.0,0.4131944444444444,0.4861111111111111,220.0,263,200.2,"{""AMD"": 1.312, ""KGS"": 1.329, ""KZT"": 1.079, ""TJS"": 1.171, ""UZS"": 1.238}","{""bases"": [""hgb""], ""lr_inputs"": ""all"", ""extra"": [""vol"", ""tech"", ""usd"", ""basket"", ""cal""], ""thr"": [""fpw"", 3.0], ""name"": ""D_gate0.3_rank60"", ""gate_rank120"": 0.3, ""gate_col"": ""rank60""}"
F_roll60_fpw2,1.0,0.9610859728506788,1.0307713877503342,0.509090909090909,20.469305942633056,39.46304115407313,0.9107189291611584,1306,0.7155570298103279,0.2272727272727272,187.0,0.8125,0.8819444444444444,59.0,576,22.2,"{""AMD"": 0.961, ""KGS"": 1.0, ""KZT"": 0.987, ""TJS"": 1.037, ""UZS"": 1.065}","{""bases"": [""hgb""], ""lr_inputs"": ""all"", ""extra"": [""vol"", ""tech"", ""usd"", ""basket"", ""cal""], ""name"": ""F_roll60_fpw2"", ""thr"": [""rolling"", 2.0], ""roll_days"": 60}"
C_hgb_gateNone_utility1.0,1.0211538461538463,0.9711832281626332,1.028532432455716,0.509090909090909,4.833286979870358,10.008170397791282,1.2849463471911224,1843,0.8104762801294356,0.1848484848484848,184.0,0.8298611111111112,0.8680555555555556,134.0,591,21.7,"{""AMD"": 1.021, ""KGS"": 1.053, ""KZT"": 0.971, ""TJS"": 1.015, ""UZS"": 1.037}","{""bases"": [""hgb""], ""lr_inputs"": ""all"", ""extra"": [""vol"", ""tech"", ""usd"", ""basket"", ""cal""], ""name"": ""C_hgb_gateNone_utility1.0"", ""thr"": [""utility"", 1.0]}"
B_hgbrf_gateNone_fpw3.0,1.005194805194805,0.975206611570248,1.0099485950410816,0.509090909090909,6.4730377094009555,18.72439159581539,1.0118138647324328,1451,0.708611198517919,0.206060606060606,182.0,0.78125,0.8680555555555556,123.0,572,163.6,"{""AMD"": 0.975, ""KGS"": 1.078, ""KZT"": 1.034, ""TJS"": 0.978, ""UZS"": 1.005}","{""name"": ""B_hgbrf_gateNone_fpw3.0"", ""bases"": [""hgb"", ""rf""], ""lr_inputs"": ""all"", ""extra"": [""vol"", ""tech"", ""usd"", ""basket"", ""cal""], ""thr"": [""fpw"", 3.0]}"
C_hgb_rankonly_fpw3,1.031746031746032,0.9585144927536232,1.0096876000526818,0.5454545454545454,18.33954886098504,11.206811994821392,1.0336555049562497,1484,0.7768160432142446,0.2545454545454544,225.0,0.7638888888888888,0.8402777777777778,77.0,536,261.2,"{""AMD"": 0.996, ""KGS"": 1.032, ""KZT"": 1.057, ""TJS"": 1.078, ""UZS"": 0.959}","{""bases"": [""hgb""], ""lr_inputs"": ""all"", ""extra"": [""vol"", ""tech"", ""usd"", ""basket"", ""cal""], ""name"": ""C_hgb_rankonly_fpw3"", ""thr"": [""fpw"", 3.0], ""rank_only"": true}"
s_stack_hgb_fixed,1.0267857142857144,0.975,1.0089619412396655,0.5636363636363636,14.441536397575508,13.41338086993962,0.9946403044469344,1425,0.8317044538680733,0.3272727272727272,311.0,0.7048611111111112,0.7777777777777778,103.0,473,21.0,"{""AMD"": 0.975, ""KGS"": 1.022, ""KZT"": 1.141, ""TJS"": 1.027, ""UZS"": 1.099}","{""name"": ""s_stack_hgb_fixed"", ""bases"": [""hgb""], ""lr_inputs"": ""fixed"", ""extra"": [""vol"", ""tech"", ""usd"", ""basket"", ""cal""], ""thr"": [""fpw"", 2.0]}"
A_hgb_lrfixed,1.0267857142857144,0.975,1.003762408635412,0.5454545454545454,13.756160955333016,13.083409224076684,0.9931881174314516,1423,0.8199361160763439,0.3242424242424242,311.0,0.7048611111111112,0.7777777777777778,103.0,471,220.7,"{""AMD"": 0.975, ""KGS"": 1.022, ""KZT"": 1.141, ""TJS"": 1.027, ""UZS"": 1.099}","{""name"": ""A_hgb_lrfixed"", ""bases"": [""hgb""], ""lr_inputs"": ""fixed"", ""extra"": [""vol"", ""tech"", ""usd"", ""basket"", ""cal""], ""thr"": [""fpw"", 2.0]}"
A_hgb+rf_lrall,1.0,0.9782608695652172,1.0037191532150742,0.4909090909090909,14.432971975136546,17.663686914275903,0.827600498228651,1187,0.6218276677752634,0.2787878787878787,214.0,0.7013888888888888,0.8055555555555556,127.0,493,167.7,"{""AMD"": 0.985, ""KGS"": 1.0, ""KZT"": 1.052, ""TJS"": 0.978, ""UZS"": 1.001}","{""name"": ""A_hgb+rf_lrall"", ""bases"": [""hgb"", ""rf""], ""lr_inputs"": ""all"", ""extra"": [""vol"", ""tech"", ""usd"", ""basket"", ""cal""], ""thr"": [""fpw"", 2.0]}"
s_stack_hgb_fixed_dump,1.0267857142857144,0.975,1.003360356914622,0.5454545454545454,13.756160955333016,12.314747577895858,0.9911015539828896,1420,0.829548149353238,0.3333333333333333,311.0,0.6979166666666666,0.7638888888888888,103.0,465,220.4,"{""AMD"": 0.975, ""KGS"": 1.022, ""KZT"": 1.141, ""TJS"": 1.027, ""UZS"": 1.099}","{""name"": ""s_stack_hgb_fixed_dump"", ""bases"": [""hgb""], ""lr_inputs"": ""fixed"", ""extra"": [""vol"", ""tech"", ""usd"", ""basket"", ""cal""], ""thr"": [""fpw"", 2.0], ""dump"": true}"
B_hgbrf_gateNone_fpw2.0,1.0,0.9782608695652172,0.9905796008614012,0.4727272727272727,14.432971975136546,16.22688757801295,0.8234388359658598,1181,0.6300741483478308,0.2787878787878787,210.0,0.6979166666666666,0.8055555555555556,127.0,475,234.6,"{""AMD"": 0.985, ""KGS"": 1.0, ""KZT"": 1.052, ""TJS"": 0.978, ""UZS"": 1.001}","{""name"": ""B_hgbrf_gateNone_fpw2.0"", ""bases"": [""hgb"", ""rf""], ""lr_inputs"": ""all"", ""extra"": [""vol"", ""tech"", ""usd"", ""basket"", ""cal""], ""thr"": [""fpw"", 2.0]}"
B_hgbrf_gateNone_lift1.3,0.992576882290562,0.9535353535353536,0.9890544475739296,0.2727272727272727,8.803749136720377,14.868820318435535,0.4884561211068537,698,0.6575180525996005,0.5757575757575758,613.0,0.4305555555555556,0.4930555555555556,362.0,298,176.4,"{""AMD"": 0.993, ""KGS"": 0.962, ""KZT"": 0.993, ""TJS"": 0.954, ""UZS"": 1.406}","{""name"": ""B_hgbrf_gateNone_lift1.3"", ""bases"": [""hgb"", ""rf""], ""lr_inputs"": ""all"", ""extra"": [""vol"", ""tech"", ""usd"", ""basket"", ""cal""], ""thr"": [""lift"", 1.3]}"
